OWN_NS10_CODE, OWN_NS11_CODE, TIN, NAME, PRODUCT_CODE, MEASURE_UNIT, LICENSE_NUMBER, LICENSE_ISSUE_DATE(MM-dd-yyyy), LICENSE_EXPIRE_DATE(MM-dd-yyyy), TIA_WORKER_COUNT, ANNUAL_MINING_OBLIGATION
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
35,1,123456789,sasaasdfsa sada asda asdsadasd, 231, sda.kdals.asda, sdas-9090sa, 02-12-2024, 02-12-2025, 121212, 2132124.908
